Activity, Exercise or Sport (1 hour),130 lb,155 lb,180 lb,205 lb,Calories per kg
Cross country skiing,974,1161,1348,1536,3.39787798208955
Downhill snow skiing,295,352,409,465,1.02972154029851
Downhill snow skiing,354,422,490,558,1.23485344477612
Downhill snow skiing,472,563,654,745,1.64782526567164
Sledding, tobagganing, luge,413,493,572,651,1.44133935522388
Snow shoeing,472,563,654,745,1.64782526567164
Snowmobiling,207,246,286,326,0.721008179104478
General housework,207,246,286,326,0.721008179104478
Cleaning gutters,295,352,409,465,1.02972154029851
Painting,266,317,368,419,0.927494089552239
Sit, playing with animals,148,176,204,233,0.515199271641791
Walk / run, playing with animals,236,281,327,372,0.823235629850746
Bathing dog,207,246,286,326,0.721008179104478
Mowing lawn,25,387,449,512,1.13262599402985
Mowing lawn,148,176,204,233,0.515199271641791
Walking, snow blower,207,246,286,326,0.721008179104478
Riding, snow blower,177,211,245,279,0.61742672238806
Shoveling snow by hand,354,422,490,558,1.23485344477612
Raking lawn,254,303,351,400,0.885519904477612
Gardening, general,236,281,327,372,0.823235629850746
Bagging grass, leaves,236,281,327,372,0.823235629850746
Watering lawn or garden,89,106,123,140,0.310067367164179
Weeding, cultivating garden,266,317,368,419,0.927494089552239
Carpentry, general,207,246,286,326,0.721008179104478
Carrying heavy loads,472,563,654,745,1.64782526567164
Carrying moderate loads upstairs,472,563,654,745,1.64782526567164
General cleaning,207,246,286,326,0.721008179104478
Cleaning, dusting,148,176,204,233,0.515199271641791
Taking out trash,177,211,245,279,0.61742672238806
Walking, pushing a wheelchair,236,281,327,372,0.823235629850746
Teach physical education,exercise class,236,281,327,372,0.823235629850746
